Species_BirdTree,Wing.Length,Secondary1,Hand.Wing.Index,Hand.Wing.Area,Data.type,Total.wing.area,Wingspan,Wing.aspect.ratio,Source_Total.wing.area_Wingspan,Max.Elevation.1,Source_Max.Elevation.1,Max.Elevation.2,Source_Max.Elevation.2,Min.Elevation.1,Source_Min.Elevation.1,Min.Elevation.2,Source_Min.Elevation.2,Mean.Elevation.1,Mean.Elevation.2,Centroid.latitude,Max.latitude,Min.latitude,Temp. seasonality,Habitat.Openness,Body.Mass,Flight.Mode,Aerial.Lifestyle,Aerial.Lifestyle.Certainty,Migration,Trophic.Level,Habitat.type
Accipiter ventralis,180.0,130.0,28.8,36756.63,Observed,NA,NA,NA,NA,3700,del Hoyo (2020),3700,del Hoyo (2020),300,del Hoyo (2020),300,del Hoyo (2020); Quintero et al. (2018),2000,2000,NA,NA,NA,NA,1,233.0,soaring,3,A,3,2ry consumer,Terrestrial
Accipiter virgatus,167.7,123.1,27.4,32427.32,Observed,48063.68,538.32,6.03,Serrano et al. (2016),3400,del Hoyo (2020),3400,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1700,1700,22.08,35.61,0.00,415.57,1,117.0,soaring,3,A,2,2ry consumer,Terrestrial
Aceros cassidix,427.8,347.0,18.9,233179.37,Observed,NA,NA,NA,NA,1800,White et al. (2015),1800,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),900,900,-2.14,5.71,0.00,43.96,1,2360.0,flapping,2,A,1,1ry consumer,Terrestrial
Aceros comatus,360.2,342.6,4.0,193843.37,Observed,NA,NA,NA,NA,1680,White et al. (2015),1680,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),840,840,1.8,14.81,0.00,40.95,1,1470.0,flapping,2,A,1,2ry consumer,Terrestrial
Aceros corrugatus,343.2,297.4,13.3,160327.54,Observed,NA,NA,NA,NA,250,White et al. (2015),250,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),125,125,0.71,7.25,0.00,36.09,1,1590.0,flapping,2,A,1,1ry consumer,Terrestrial
Aceros everetti,338.0,263.0,22.2,139634.37,Observed,NA,NA,NA,NA,950,White et al. (2015),950,White et al. (2015),0,White et al. (2015),0,White et al. (2015),475,475,-9.76,10.32,9.28,74.94,2,1090.0,flapping,2,A,1,1ry consumer,Terrestrial
Aceros leucocephalus,316.0,242.5,22.5,120370.12,Observed,NA,NA,NA,NA,1100,White et al. (2015),1100,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),550,550,7.71,10.47,5.56,51.99,1,1086.0,flapping,2,A,1,1ry consumer,Terrestrial
Aceros narcondami,286.6,205.0,28.7,92289.00,Observed,NA,NA,NA,NA,750,White et al. (2015),750,White et al. (2015),0,White et al. (2015),0,White et al. (2015),375,375,13.43,13.45,13.42,63.96,2,697.2,flapping,2,A,1,1ry consumer,Terrestrial
Aceros nipalensis,431.7,338.6,21.6,229608.99,Observed,NA,NA,NA,NA,2900,del Hoyo (2020),2900,del Hoyo (2020); Quintero et al. (2018),100,del Hoyo (2020),100,del Hoyo (2020),1500,1500,24.08,29.27,15.38,367.44,1,2385.0,flapping,2,A,1,1ry consumer,Terrestrial
Aceros plicatus,382.7,293.2,23.9,176255.35,Observed,NA,NA,NA,NA,1800,White et al. (2015),1800,White et al. (2015),0,Quintero et al. (2018),0,Quintero et al. (2018),900,900,-5.22,10.73,0.00,43.02,1,1703.8,flapping,2,A,1,1ry consumer,Terrestrial
Aceros subruficollis,396.2,269.8,29.6,167909.90,Observed,NA,NA,NA,NA,1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),500,500,14.23,18.76,5.26,132.48,2,2042.0,flapping,2,A,1,1ry consumer,Terrestrial
Aceros undulatus,438.8,361.1,14.8,248893.75,Observed,NA,NA,NA,NA,2560,White et al. (2015),2560,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),1280,1280,9.93,27.44,0.00,140.02,1,2214.6,flapping,2,A,1,1ry consumer,Terrestrial
Aceros waldeni,331.0,271.6,20.2,141213.96,Observed,NA,NA,NA,NA,1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),600,600,11.19,11.94,9.31,74.84,1,1146.0,flapping,2,A,1,1ry consumer,Terrestrial
Achaetops pycnopygius,68.1,62.7,6.6,6707.10,Observed,NA,NA,NA,NA,1700,Quintero et al. (2018),1700,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),850,850,-18.6,24.27,8.76,250.21,3,28.3,flapping,1,A,1,2ry consumer,Terrestrial
Acridotheres albocinctus,125.8,92.4,25.3,18258.81,Observed,NA,NA,NA,NA,1525,White et al. (2015),1525,White et al. (2015); Quintero et al. (2018),800,White et al. (2015),800,White et al. (2015); Quintero et al. (2018),1162.5,1162.5,23.37,26.20,20.03,349.13,3,98.9,flapping,2,A,1,1ry consumer,Terrestrial
Acridotheres cinereus,125.9,96.4,23.5,19064.38,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),750,750,-4.68,5.71,3.50,61.70,3,98.9,flapping,2,B,2,1ry consumer,Terrestrial
Acridotheres cristatellus,134.0,101.5,24.1,21364.40,Observed,NA,NA,NA,NA,1500,del Hoyo (2020),2200,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),750,1100,26.65,34.72,10.91,616.24,3,116.3,flapping,2,A,2,1ry consumer,Terrestrial
Acridotheres fuscus,123.6,93.6,24.7,18172.48,Observed,NA,NA,NA,NA,2000,del Hoyo (2020),2000,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1000,1000,21.75,34.60,1.21,367.02,2,82.8,flapping,2,A,2,1ry consumer,Terrestrial
Acridotheres ginginianus,120.2,90.5,24.3,17087.28,Observed,NA,NA,NA,NA,600,del Hoyo (2020),600,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),300,300,25.86,34.46,18.38,537.22,3,72.0,flapping,2,A,2,1ry consumer,Terrestrial
Acridotheres grandis,128.2,98.8,23.1,19895.96,Observed,NA,NA,NA,NA,1520,White et al. (2015),1520,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),760,760,16.2,27.91,0.00,227.29,3,98.9,flapping,2,A,1,1ry consumer,Terrestrial
Acridotheres tristis,139.8,106.3,23.6,23343.20,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1500,1500,27.06,48.29,0.81,545.19,3,116.4,flapping,2,A,2,2ry consumer,Terrestrial
Acrobatornis fonsecai,62.9,48.3,21.2,4772.19,Observed,NA,NA,NA,NA,550,White et al. (2015),550,White et al. (2015),0,White et al. (2015),0,White et al. (2015),275,275,-15.42,16.05,14.51,156.95,1,13.7,flapping,1,A,1,2ry consumer,Terrestrial
Acrocephalus aedon,78.4,61.6,21.6,7586.07,Observed,NA,NA,NA,NA,2300,del Hoyo (2020),2300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1150,1150,50.11,59.51,38.72,1379.81,3,22.4,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus aequinoctialis,73.5,59.2,19.5,6834.85,Observed,NA,NA,NA,NA,100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,2.11,4.70,1.78,30.86,3,25.0,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus agricola,55.2,44.7,18.4,3875.85,Observed,NA,NA,NA,NA,1700,del Hoyo (2020),3000,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),850,1500,46.5,56.93,35.39,1188.74,3,9.6,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus arundinaceus,91.1,66.7,26.8,9544.74,Observed,14175.77,279.24,5.50,Bruderer et al. (2010); Howard et al. (2018); Malo et al. (2021); Watanabe (2016); Serrano et al. (2016); Shiomi et al. (2024),2000,White et al. (2015),2000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1000,1000,47.42,63.20,23.84,1075.58,3,30.0,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus atyphus,88.3,71.6,18.6,9931.01,Observed,NA,NA,NA,NA,100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,-16.91,21.73,14.09,69.10,3,30.0,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus australis,71.6,55.0,22.9,6185.80,Observed,NA,NA,NA,NA,800,del Hoyo (2020),1500,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),400,750,-21.31,43.31,0.00,383.18,3,17.7,flapping,1,B,3,2ry consumer,Terrestrial
Acrocephalus baeticatus,59.1,47.9,18.2,4446.75,Observed,NA,NA,NA,NA,1900,del Hoyo (2020),1900,del Hoyo (2020); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),950,950,NA,NA,NA,NA,3,10.2,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus bistrigiceps,52.7,40.7,21.9,3369.19,Observed,NA,NA,NA,NA,1500,del Hoyo (2020),1500,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),750,750,43.82,54.71,29.02,1228.56,3,8.7,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus brevipennis,65.9,55.4,16.0,5734.76,Observed,NA,NA,NA,NA,1000,del Hoyo (2020),1000,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),500,500,15.18,16.68,14.88,162.49,2,16.0,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus caffer,93.2,76.5,17.9,11199.46,Observed,NA,NA,NA,NA,600,del Hoyo (2020),1700,White et al. (2015),0,del Hoyo (2020),0,del Hoyo (2020),300,850,-17.61,17.78,17.47,79.70,2,43.8,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus concinens,55.6,45.5,17.6,3973.80,Observed,NA,NA,NA,NA,3000,Birds of the World (2022),3000,Birds of the World (2022); White et al. (2015); Quintero et al. (2018),0,Birds of the World (2022),0,Birds of the World (2022); Quintero et al. (2018),1500,1500,33.61,41.88,23.52,883.42,2,8.3,flapping,1,A,2,2ry consumer,Terrestrial
Acrocephalus dumetorum,62.1,49.6,20.4,4838.30,Observed,NA,NA,NA,NA,1200,del Hoyo (2020),1200,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),600,600,55.04,64.23,37.32,1132.01,2,11.2,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus familiaris,60.5,51.4,15.1,4884.71,Observed,NA,NA,NA,NA,300,del Hoyo (2020),300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),150,150,23.06,23.06,23.05,138.00,3,18.3,flapping,1,A,1,2ry consumer,Terrestrial
Acrocephalus gracilirostris,64.7,55.0,12.6,5589.68,Observed,NA,NA,NA,NA,2400,White et al. (2015),2400,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1200,1200,-13.82,34.84,0.00,240.20,3,14.4,flapping,1,A,1,2ry consumer,Terrestrial
Acrocephalus griseldis,79.9,56.4,29.2,7078.57,Observed,NA,NA,NA,NA,600,del Hoyo (2020),600,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),300,300,31.95,34.61,28.93,957.63,3,16.7,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus kerearako,73.0,59.8,18.1,6857.15,Observed,NA,NA,NA,NA,100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,-21.34,21.94,19.76,137.33,2,22.5,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus luscinius,85.7,70.7,17.4,9517.44,Observed,NA,NA,NA,NA,400,del Hoyo (2020),400,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),200,200,15.34,17.62,15.10,56.86,2,30.6,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus melanopogon,56.7,45.8,19.3,4079.14,Observed,NA,NA,NA,NA,1950,White et al. (2015),1950,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),975,975,42.27,49.94,24.37,1003.42,3,10.9,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus mendanae,98.8,79.8,19.3,12384.54,Observed,NA,NA,NA,NA,1100,del Hoyo (2020),1200,White et al. (2015),0,del Hoyo (2020),0,del Hoyo (2020),550,600,-9.37,10.54,7.86,47.24,2,36.3,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus newtoni,66.5,56.3,14.9,5880.98,Observed,NA,NA,NA,NA,2100,White et al. (2015),2100,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1050,1050,-19.38,25.61,11.95,203.82,3,17.0,flapping,1,A,1,2ry consumer,Terrestrial
Acrocephalus orinus,58.0,46.2,20.3,4209.11,Observed,NA,NA,NA,NA,2800,del Hoyo (2020),3200,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020),1400,1600,37.13,38.80,36.08,901.44,3,24.2,flapping,1,B,3,2ry consumer,Terrestrial
Acrocephalus paludicola,62.1,44.4,28.4,4331.06,Observed,NA,NA,NA,NA,800,del Hoyo (2020),800,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),400,400,52.09,56.15,49.28,787.59,3,11.6,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus palustris,68.6,49.6,27.9,5344.73,Observed,7466.33,199.40,5.33,Bruderer et al. (2010); Howard et al. (2018); Malo et al. (2021); Shiomi et al. (2024),3000,del Hoyo (2020),3000,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1500,1500,51.96,65.42,37.03,889.04,2,11.5,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus rehsei,71.5,61.6,13.8,6918.42,Observed,NA,NA,NA,NA,100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,-0.53,0.55,0.50,10.25,2,20.1,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus rimatarae,84.5,70.4,16.7,9344.35,Observed,NA,NA,NA,NA,100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,-22.65,22.66,22.64,149.05,1,26.5,flapping,1,A,1,2ry consumer,Terrestrial
Acrocephalus rodericanus,60.4,50.2,16.9,4762.78,Observed,NA,NA,NA,NA,400,del Hoyo (2020),400,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),200,200,-19.7,19.72,19.69,177.81,2,11.8,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus rufescens,72.3,61.5,14.9,6984.47,Observed,NA,NA,NA,NA,2000,Quintero et al. (2018),2000,Quintero et al. (2018),500,Quintero et al. (2018),500,Quintero et al. (2018),1250,1250,1.16,20.36,0.00,150.14,3,22.7,flapping,1,A,1,2ry consumer,Terrestrial
Acrocephalus schoenobaenus,65.4,46.9,28.2,4818.04,Observed,7435.71,194.99,5.11,Claramunt et al. (2021); Howard et al. (2018); Malo et al. (2021); Viscor et al. (1987); Shiomi et al. (2024),2500,White et al. (2015),2500,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1250,1250,56.04,71.12,36.21,1038.24,3,11.8,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus scirpaceus,67.1,49.9,25.8,5259.48,Observed,7510.00,196.94,5.16,Bruderer et al. (2010); Claramunt et al. (2021); Howard et al. (2018); Malo et al. (2021); Viscor et al. (1987); Shiomi et al. (2024),2600,del Hoyo (2020),2600,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1300,1300,NA,NA,NA,NA,3,12.3,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus sechellensis,65.8,58.4,11.8,6036.13,Observed,NA,NA,NA,NA,100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,-4.27,4.35,4.21,71.05,2,15.9,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus sorghophilus,65.5,50.1,23.6,5154.65,Observed,NA,NA,NA,NA,900,del Hoyo (2020),900,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),450,450,NA,NA,NA,NA,2,8.2,flapping,1,A,3,2ry consumer,Terrestrial
Acrocephalus stentoreus,80.1,62.1,22.6,7813.47,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1500,1500,32.95,47.28,5.92,771.03,3,24.2,flapping,1,B,2,2ry consumer,Terrestrial
Acrocephalus syrinx,76.0,63.4,16.3,7568.73,Observed,NA,NA,NA,NA,100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,6.63,7.46,5.26,10.05,2,34.0,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus taiti,82.0,68.1,17.0,8771.64,Observed,NA,NA,NA,NA,30,White et al. (2015),30,White et al. (2015),0,White et al. (2015),0,White et al. (2015),15,15,-24.38,24.42,24.33,151.28,1,24.3,flapping,1,B,1,2ry consumer,Terrestrial
Acrocephalus tangorum,53.5,43.1,19.4,3622.02,Observed,NA,NA,NA,NA,500,del Hoyo (2020),700,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),250,350,49.24,53.16,45.42,1514.46,2,8.0,flapping,1,B,3,2ry consumer,Terrestrial
Acrocephalus vaughani,77.4,64.7,17.1,7866.20,Observed,NA,NA,NA,NA,200,del Hoyo (2020),200,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),100,100,-25.07,25.08,25.06,160.51,1,24.4,flapping,1,B,1,2ry consumer,Terrestrial
Acropternis orthonyx,94.8,89.9,5.5,13387.14,Observed,NA,NA,NA,NA,3900,del Hoyo (2020),3900,del Hoyo (2020); White et al. (2015),1900,del Hoyo (2020),1900,del Hoyo (2020); White et al. (2015),2900,2900,1.6,9.74,0.00,48.94,1,89.9,flapping,1,A,1,2ry consumer,Terrestrial
Acryllium vulturinum,300.1,238.0,19.9,112192.24,Observed,NA,NA,NA,NA,1900,White et al. (2015),1900,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),950,950,3.53,9.55,0.00,109.53,2,1330.0,flapping,1,A,1,1ry consumer,Terrestrial
Actenoides bougainvillei,128.5,104.4,18.7,21072.86,Observed,NA,NA,NA,NA,1550,White et al. (2015),1550,White et al. (2015); Quintero et al. (2018),550,White et al. (2015),550,White et al. (2015); Quintero et al. (2018),1050,1050,-6.68,9.87,5.41,36.18,1,188.0,flapping,1,B,1,2ry consumer,Terrestrial
Actenoides concretus,110.8,87.0,21.5,15141.85,Observed,NA,NA,NA,NA,1700,White et al. (2015),1700,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),850,850,1.16,12.95,0.00,35.53,1,73.5,flapping,1,B,1,2ry consumer,Terrestrial
Actenoides hombroni,120.4,92.4,22.5,17475.05,Observed,NA,NA,NA,NA,2400,del Hoyo (2020),2400,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),100,del Hoyo (2020),100,del Hoyo (2020); White et al. (2015),1250,1250,8.06,9.83,5.86,58.90,1,117.0,flapping,1,B,1,2ry consumer,Terrestrial
Actenoides lindsayi,106.0,85.1,20.1,14169.53,Observed,NA,NA,NA,NA,1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),600,600,14.77,18.65,9.04,112.97,1,92.8,flapping,1,B,1,2ry consumer,Terrestrial
Actenoides monachus,142.7,117.6,19.1,26360.35,Observed,NA,NA,NA,NA,900,White et al. (2015),900,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),450,450,-2.09,5.71,0.00,45.99,1,150.0,flapping,1,B,1,2ry consumer,Terrestrial
Actenoides princeps,113.3,86.1,23.0,15323.32,Observed,NA,NA,NA,NA,2000,White et al. (2015),2000,White et al. (2015); Quintero et al. (2018),250,White et al. (2015),250,White et al. (2015); Quintero et al. (2018),1125,1125,-1.59,5.53,0.00,38.07,1,105.0,flapping,1,B,1,2ry consumer,Terrestrial
Actinodura egertoni,85.0,74.6,10.8,9960.42,Observed,NA,NA,NA,NA,2600,del Hoyo (2020),2600,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),200,del Hoyo (2020),200,del Hoyo (2020),1400,1400,26.14,29.19,20.37,416.81,1,36.0,flapping,1,A,1,1ry consumer,Terrestrial
Actinodura morrisoniana,81.0,69.6,14.1,8855.52,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),2100,2100,23.8,24.80,22.48,376.22,1,24.0,flapping,1,A,1,2ry consumer,Terrestrial
Actinodura nipalensis,87.4,73.2,16.6,10049.45,Observed,NA,NA,NA,NA,3500,del Hoyo (2020),3500,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),900,del Hoyo (2020),900,del Hoyo (2020); White et al. (2015),2200,2200,28.03,30.08,26.69,533.40,1,43.9,flapping,1,A,1,1ry consumer,Terrestrial
Actinodura ramsayi,88.8,81.5,7.7,11368.17,Observed,NA,NA,NA,NA,2500,White et al. (2015),2500,White et al. (2015),450,White et al. (2015),450,White et al. (2015),1475,1475,21.52,25.46,17.65,379.87,1,38.4,flapping,1,A,2,2ry consumer,Terrestrial
Actinodura sodangorum,85.5,72.5,15.2,9736.97,Observed,NA,NA,NA,NA,2400,White et al. (2015),2400,White et al. (2015); Quintero et al. (2018),1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),1700,1700,15.47,16.21,14.67,183.67,1,38.4,flapping,1,A,1,2ry consumer,Terrestrial
Actinodura souliei,94.2,82.0,13.1,12133.46,Observed,NA,NA,NA,NA,3300,del Hoyo (2020),3300,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1000,del Hoyo (2020),1000,del Hoyo (2020); White et al. (2015),2150,2150,26.02,31.56,21.03,510.28,1,39.3,flapping,1,A,2,2ry consumer,Terrestrial
Actinodura waldeni,90.5,78.8,13.1,11201.98,Observed,NA,NA,NA,NA,3300,del Hoyo (2020),3300,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),500,del Hoyo (2020),500,del Hoyo (2020); White et al. (2015),1900,1900,25.78,30.54,20.52,419.48,1,46.7,flapping,1,A,2,1ry consumer,Terrestrial
Actitis hypoleucos,109.9,55.4,48.0,9563.73,Observed,16566.67,344.00,7.14,Malo et al. (2021); Viscor et al. (1987); Shiomi et al. (2024),4000,del Hoyo (2020),4000,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),2000,2000,55.26,71.19,29.79,1221.30,3,48.0,flapping,2,A,3,2ry consumer,Terrestrial
Actitis macularius,100.4,52.6,47.5,8295.44,Observed,14600.00,NA,NA,Viscor et al. (1987),4100,del Hoyo (2020),4100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),2050,2050,52.38,69.69,32.24,1060.94,3,40.4,flapping,2,A,3,2ry consumer,Terrestrial
Actophilornis africanus,156.0,109.2,29.9,26758.83,Observed,NA,NA,NA,NA,2000,del Hoyo (2020),3000,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1000,1500,-3.72,34.84,0.00,193.99,3,189.1,flapping,2,A,2,2ry consumer,Terrestrial
Actophilornis albinucha,159.6,112.8,31.0,28278.86,Observed,NA,NA,NA,NA,750,White et al. (2015),750,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),375,375,-16.56,22.43,11.95,132.99,3,239.0,flapping,2,A,2,2ry consumer,Terrestrial
Adelomyia melanogenys,53.1,20.4,60.2,1701.55,Observed,NA,NA,NA,NA,2500,del Hoyo (2020),2900,Quintero et al. (2018),1000,del Hoyo (2020),900,Quintero et al. (2018),1750,1900,-4.42,23.59,0.00,84.87,1,4.9,flapping,3,A,1,1ry consumer,Terrestrial
Aechmophorus clarkii,195.4,111.7,41.8,34284.48,Observed,NA,NA,NA,NA,1500,del Hoyo (2020),2500,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020),750,1250,41.16,53.31,18.07,817.14,3,1090.9,flapping,1,A,3,2ry consumer,Terrestrial
Aechmophorus occidentalis,184.5,109.0,40.8,31589.50,Observed,75800.00,794.00,8.32,Shiomi et al. (2024),2800,del Hoyo (2020),2800,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),1400,1400,44.29,58.29,18.07,881.71,3,1137.0,flapping,1,A,3,2ry consumer,Terrestrial
Aegithalos caudatus,61.4,48.2,21.6,4648.74,Observed,6739.58,177.06,4.65,Claramunt et al. (2021); Malo et al. (2021); Viscor et al. (1987); Shiomi et al. (2024),3100,del Hoyo (2020),3100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1550,1550,51.23,68.30,23.12,1083.28,2,8.6,flapping,1,A,1,2ry consumer,Terrestrial
Aegithalos concinnus,48.6,40.0,17.6,3053.63,Observed,NA,NA,NA,NA,4000,del Hoyo (2020),4000,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),2000,2000,27.15,36.10,11.22,601.21,1,6.1,flapping,1,A,1,2ry consumer,Terrestrial
Aegithalos fuliginosus,55.4,45.0,18.6,3916.00,Observed,NA,NA,NA,NA,2600,White et al. (2015),2600,White et al. (2015); Quintero et al. (2018),1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),1800,1800,31.85,34.68,27.25,743.93,2,5.7,flapping,1,B,1,2ry consumer,Terrestrial
Aegithalos iouschistos,55.3,46.1,16.0,4004.48,Observed,NA,NA,NA,NA,3770,White et al. (2015),3770,White et al. (2015); Quintero et al. (2018),2200,White et al. (2015),2200,White et al. (2015); Quintero et al. (2018),2985,2985,28.19,32.05,20.94,584.98,2,7.0,flapping,1,B,1,2ry consumer,Terrestrial
Aegithalos leucogenys,52.8,44.0,16.6,3649.27,Observed,NA,NA,NA,NA,3600,del Hoyo (2020),3660,White et al. (2015); Quintero et al. (2018),500,del Hoyo (2020),500,del Hoyo (2020); White et al. (2015),2050,2080,33.14,36.44,29.95,897.22,2,6.7,flapping,1,B,1,2ry consumer,Terrestrial
